,index,rt,stimulus,key_press,name_x,trial_type,trial_index,time_elapsed,internal_node_id,response,certainty,char,set,transposition,order,shift_amount,shift_position,probe_pitches,shifted_pitches,swapped_pitches,shift_direction,question_num,has_decoy,subject,sona_x,block,time,malformed,option_1,option_2,chose,Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,understood task,I7_count,I5_count,I1_count,I11_count,name_y,id,triads,propriety,lerdahl_instable_modes,unique_step_sizes,IC1,IC2,IC3,IC4,IC5,IC6,IV_sum,num_of_trichords,total_trichords,num_of_triads,consecutive_semitones,subset_of_diatonic,cardinality,step_mean_error,step_mean_error_cents,unevenness,binary_unevenness,subset_of_MOLT,num_of_transpositions,dissonance_min,dissonance_max,dissonance_med,dissonance_mean,violations,role_clarity,motive_strength,lev_penta,lev_dia,stackable_in_3rds,fully_scalar,imperfections,area,inverse_cardinal,prime_form,diatonic_parents,harmonicm_parents,melodicm_parents,unique_diads,total_diads,sameness_quotient,coherence_quotient,note2,note3,note4,note5,unique_n_chords,unique_n_chords_prime,diatonic_n_chords,diagnostic_interval_count,diagnostic_intervals,diagnostic_combinations,necklace_family,necklace_family_members,evenness_of_spread,step_similarity,constituent_similarity,roughness,cardinality_variety_ratio,mode_variance,differences,ambiguities,contradictions,virtual_cardinality,edo,fragment1_name,fragment2_name,step_mean_error_min,step_mean_error_max,runs,smallest_step,step_sizes,fragment1_EOS,fragment2_EOS,rahn_differences,rahn_contradictions,rahn_ambiguities,symmetry_norm,symmetry_distinct,symmetry_manifestations,symmetry_ratio,symmetry_distinct_edges,symmetry_distinct_triads,m2,P5,Mm3,normal,normal_name,normal_as_12edo,normal12_name,normal_as_24edo,normal24_name,tonal_entropy,key_r,section
112,402,1338.0149999866262,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,32,70283,0.0-32.0,1st,high,A,0 2 4 7 9,-1,"['shifted', 'swapped']",1,7,11 6 1 -1 1 8 3 1 11 8 1 8,11 6 1 -1 1 8 3 2 11 8 1 8,11 6 1 -1 1 8 3 1 11 8 1 8,up,21,True,SSS0005,39476,7,2020-09-16 17:22:01.827000+00:00,,shifted,swapped,shifted,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,3,3,0,0,661,50,2,strictly proper,0,2,0,3,2,1,4,0,10,6,10,3,0,True,5,0.48,48,2.266666667,0.8,1,12,0.166443266,0.215432656,0.166443266,0.188212158,10,2.0,6,0,2,False,False,1,0.731806558,661,1,3,0,1,4,10,0.5,1.0,2,4,7,9,15,15,15,1,4,7,3 3 2 2 2,2,0.000555556,0.92,0.916666667,0.188212158,1.0,40,20,0,0,5,12,S7-21,S5-5,0,5,4,200,"200,300",0.001511716,0.0025,20,0,0,0.183333333,15,26,1.733333333,4,6,0,4,2,"0,2,4,7,9",12-661,"0,2,4,7,9",12-661,"0,4,8,14,18",24-278801,1.765046595,0.654583146730818,0.0
113,401,1627.6250000228174,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,21,49462,0.0-21.0,2nd,high,L,0 2 4 7 9,3,"['swapped', 'shifted']",1,6,3 5 12 7 15 5 10 12 10 3 5 7,3 5 12 7 15 5 11 12 10 3 5 7,3 5 12 7 15 5 10 12 10 3 5 7,up,11,True,SSS0005,39476,7,2020-09-16 17:22:01.827000+00:00,,swapped,shifted,shifted,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,2,2,0,0,661,50,2,strictly proper,0,2,0,3,2,1,4,0,10,6,10,3,0,True,5,0.48,48,2.266666667,0.8,1,12,0.166443266,0.215432656,0.166443266,0.188212158,10,2.0,6,0,2,False,False,1,0.731806558,661,1,3,0,1,4,10,0.5,1.0,2,4,7,9,15,15,15,1,4,7,3 3 2 2 2,2,0.000555556,0.92,0.916666667,0.188212158,1.0,40,20,0,0,5,12,S7-21,S5-5,0,5,4,200,"200,300",0.001511716,0.0025,20,0,0,0.183333333,15,26,1.733333333,4,6,0,4,2,"0,2,4,7,9",12-661,"0,2,4,7,9",12-661,"0,4,8,14,18",24-278801,1.765046595,0.7627556295538396,0.0
114,290,1339.3649999634363,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,123,370478,0.0-123.0,1st,high,A,0 2 3 4 8,0,"['shifted', 'swapped']",1,6,12 8 4 8 2 3 12 8 0 2 3 12,12 8 4 8 2 3 13 8 0 2 3 12,12 8 4 8 2 12 3 8 0 2 3 12,up,101,False,SSS0005,39476,1,2020-09-16 16:32:37.357000+00:00,,shifted,swapped,shifted,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,0,2,0,285,35,1,improper,1,3,2,2,1,3,1,1,10,10,12,5,2,False,5,1.28,128,3.866666667,1.2,3,12,0.158631085,0.364238272,0.158631085,0.257474855,6,0.8,6,3,3,False,False,4,0.572651615,279,0,0,0,0,6,16,0.1,0.2,2,3,4,8,22,22,24,4,"2,3,5,6",16,4 4 2 1 1,6,0.008888889,0.786666667,0.814814815,0.257474855,0.633333333,180,36,7,13,7,12,S4-7,S8-17,0,5,3,100,"100,200,400",0.00462963,0.0,36,13,7,0.079545455,22,29,1.318181818,6,10,2,1,1,"0,2,3,4,8",12-285,"0,2,3,4,8",12-285,"0,4,6,8,16",24-65873,2.00516475,0.7007420775594954,0.0
115,400,741.7499999864958,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,10,28751,0.0-10.0,1st,high,A,0 2 4 7 9,1,"['shifted', 'swapped']",1,6,1 3 1 3 5 1 3 10 5 10 8 3,1 3 1 3 5 1 4 10 5 10 8 3,1 3 1 3 5 1 3 10 5 10 8 3,up,1,True,SSS0005,39476,7,2020-09-16 17:22:01.827000+00:00,,shifted,swapped,shifted,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,1,3,0,0,661,50,2,strictly proper,0,2,0,3,2,1,4,0,10,6,10,3,0,True,5,0.48,48,2.266666667,0.8,1,12,0.166443266,0.215432656,0.166443266,0.188212158,10,2.0,6,0,2,False,False,1,0.731806558,661,1,3,0,1,4,10,0.5,1.0,2,4,7,9,15,15,15,1,4,7,3 3 2 2 2,2,0.000555556,0.92,0.916666667,0.188212158,1.0,40,20,0,0,5,12,S7-21,S5-5,0,5,4,200,"200,300",0.001511716,0.0025,20,0,0,0.183333333,15,26,1.733333333,4,6,0,4,2,"0,2,4,7,9",12-661,"0,2,4,7,9",12-661,"0,4,8,14,18",24-278801,1.765046595,0.6066195909672472,0.0
116,303,2143.470000009984,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,43,91563,0.0-43.0,neither,high,G,0 2 3 4 8,2,"['swapped', 'shifted']",-1,7,2 5 10 5 6 10 14 4 6 4 10 6,2 5 10 5 6 10 14 3 6 4 10 6,2 5 10 5 6 14 10 4 6 4 10 6,down,31,False,SSS0005,39476,2,2020-09-16 16:43:15.130000+00:00,,swapped,shifted,neither,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,2,1,0,285,35,1,improper,1,3,2,2,1,3,1,1,10,10,12,5,2,False,5,1.28,128,3.866666667,1.2,3,12,0.158631085,0.364238272,0.158631085,0.257474855,6,0.8,6,3,3,False,False,4,0.572651615,279,0,0,0,0,6,16,0.1,0.2,2,3,4,8,22,22,24,4,"2,3,5,6",16,4 4 2 1 1,6,0.008888889,0.786666667,0.814814815,0.257474855,0.633333333,180,36,7,13,7,12,S4-7,S8-17,0,5,3,100,"100,200,400",0.00462963,0.0,36,13,7,0.079545455,22,29,1.318181818,6,10,2,1,1,"0,2,3,4,8",12-285,"0,2,3,4,8",12-285,"0,4,6,8,16",24-65873,2.00516475,0.46379420695328816,0.0
117,325,1777.7549999882467,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,65,135836,0.0-65.0,1st,high,A,0 2 4 6 8,-2,"['swapped', 'shifted']",1,6,4 -2 0 2 -2 0 2 4 6 -2 6 2,4 -2 0 2 -2 0 3 4 6 -2 6 2,4 -2 0 2 -2 2 0 4 6 -2 6 2,up,51,False,SSS0005,39476,3,2020-09-16 16:51:03.698000+00:00,,swapped,shifted,swapped,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,0,0,0,341,47,0,proper,0,2,0,4,0,4,0,2,10,4,18,3,0,False,5,0.64,64,2.266666667,0.8,4,12,0.178145886,0.263786268,0.192730087,0.205213116,10,2.0,6,2,4,False,True,5,0.689161119,341,1,0,0,1,3,16,0.5,0.6,2,4,6,8,11,11,14,0,,0,4 2 2 2 2,1,0.002222222,0.893333333,0.833333333,0.205213116,1.111111111,80,20,10,0,6,12,S6-21,S6-5,0,5,2,200,"200,400",0.0,0.006944444,20,0,10,0.454545455,11,31,2.818181818,3,4,0,0,0,"0,2,4,6,8",12-341,"0,2,4,6,8",12-341,"0,4,8,12,16",24-69905,1.511078341,0.38676450707602883,0.0
118,312,2660.7850000145845,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,142,301369,0.0-142.0,2nd,high,L,0 2 4 6 8,1,"['shifted', 'swapped']",1,7,5 3 7 1 3 5 13 3 9 5 7 13,5 3 7 1 3 5 13 4 9 5 7 13,5 3 7 1 3 13 5 3 9 5 7 13,up,121,False,SSS0005,39476,2,2020-09-16 16:43:15.130000+00:00,,shifted,swapped,swapped,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,0,0,0,341,47,0,proper,0,2,0,4,0,4,0,2,10,4,18,3,0,False,5,0.64,64,2.266666667,0.8,4,12,0.178145886,0.263786268,0.192730087,0.205213116,10,2.0,6,2,4,False,True,5,0.689161119,341,1,0,0,1,3,16,0.5,0.6,2,4,6,8,11,11,14,0,,0,4 2 2 2 2,1,0.002222222,0.893333333,0.833333333,0.205213116,1.111111111,80,20,10,0,6,12,S6-21,S6-5,0,5,2,200,"200,400",0.0,0.006944444,20,0,10,0.454545455,11,31,2.818181818,3,4,0,0,0,"0,2,4,6,8",12-341,"0,2,4,6,8",12-341,"0,4,8,12,16",24-69905,1.511078341,0.42261891681510083,0.0
119,305,3135.3300000191666,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,65,137153,0.0-65.0,1st,high,A,0 2 4 6 8,2,"['swapped', 'shifted']",1,6,14 8 6 4 6 8 4 2 8 4 8 10,14 8 6 4 6 8 5 2 8 4 8 10,14 8 6 4 6 4 8 2 8 4 8 10,up,51,False,SSS0005,39476,2,2020-09-16 16:43:15.130000+00:00,,swapped,shifted,swapped,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,0,0,0,341,47,0,proper,0,2,0,4,0,4,0,2,10,4,18,3,0,False,5,0.64,64,2.266666667,0.8,4,12,0.178145886,0.263786268,0.192730087,0.205213116,10,2.0,6,2,4,False,True,5,0.689161119,341,1,0,0,1,3,16,0.5,0.6,2,4,6,8,11,11,14,0,,0,4 2 2 2 2,1,0.002222222,0.893333333,0.833333333,0.205213116,1.111111111,80,20,10,0,6,12,S6-21,S6-5,0,5,2,200,"200,400",0.0,0.006944444,20,0,10,0.454545455,11,31,2.818181818,3,4,0,0,0,"0,2,4,6,8",12-341,"0,2,4,6,8",12-341,"0,4,8,12,16",24-69905,1.511078341,0.43072427181931455,0.0
120,297,571.5349999954924,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,200,514390,0.0-200.0,2nd,high,L,0 2 4 6 8,-2,"['swapped', 'shifted']",-1,7,2 0 2 10 6 0 2 10 2 10 -2 4,2 0 2 10 6 0 2 9 2 10 -2 4,2 0 2 10 6 2 0 10 2 10 -2 4,down,171,False,SSS0005,39476,1,2020-09-16 16:32:37.357000+00:00,,swapped,shifted,shifted,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,0,0,0,341,47,0,proper,0,2,0,4,0,4,0,2,10,4,18,3,0,False,5,0.64,64,2.266666667,0.8,4,12,0.178145886,0.263786268,0.192730087,0.205213116,10,2.0,6,2,4,False,True,5,0.689161119,341,1,0,0,1,3,16,0.5,0.6,2,4,6,8,11,11,14,0,,0,4 2 2 2 2,1,0.002222222,0.893333333,0.833333333,0.205213116,1.111111111,80,20,10,0,6,12,S6-21,S6-5,0,5,2,200,"200,400",0.0,0.006944444,20,0,10,0.454545455,11,31,2.818181818,3,4,0,0,0,"0,2,4,6,8",12-341,"0,2,4,6,8",12-341,"0,4,8,12,16",24-69905,1.511078341,0.582659858687539,0.0
121,289,770.9399999585003,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,112,349203,0.0-112.0,2nd,high,L,0 2 4 6 8,-3,"['swapped', 'shifted']",-1,6,9 3 9 1 3 5 -1 3 5 9 -3 5,9 3 9 1 3 5 -2 3 5 9 -3 5,9 3 9 1 3 -1 5 3 5 9 -3 5,down,91,False,SSS0005,39476,1,2020-09-16 16:32:37.357000+00:00,,swapped,shifted,shifted,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,0,0,0,341,47,0,proper,0,2,0,4,0,4,0,2,10,4,18,3,0,False,5,0.64,64,2.266666667,0.8,4,12,0.178145886,0.263786268,0.192730087,0.205213116,10,2.0,6,2,4,False,True,5,0.689161119,341,1,0,0,1,3,16,0.5,0.6,2,4,6,8,11,11,14,0,,0,4 2 2 2 2,1,0.002222222,0.893333333,0.833333333,0.205213116,1.111111111,80,20,10,0,6,12,S6-21,S6-5,0,5,2,200,"200,400",0.0,0.006944444,20,0,10,0.454545455,11,31,2.818181818,3,4,0,0,0,"0,2,4,6,8",12-341,"0,2,4,6,8",12-341,"0,4,8,12,16",24-69905,1.511078341,0.33111805317872245,0.0
122,287,2491.9149999623187,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,90,306234,0.0-90.0,neither,high,G,0 2 4 6 8,1,"['swapped', 'shifted']",1,6,5 1 7 1 5 3 7 1 13 7 9 1,5 1 7 1 5 3 8 1 13 7 9 1,5 1 7 1 5 7 3 1 13 7 9 1,up,71,False,SSS0005,39476,1,2020-09-16 16:32:37.357000+00:00,,swapped,shifted,neither,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,0,0,0,341,47,0,proper,0,2,0,4,0,4,0,2,10,4,18,3,0,False,5,0.64,64,2.266666667,0.8,4,12,0.178145886,0.263786268,0.192730087,0.205213116,10,2.0,6,2,4,False,True,5,0.689161119,341,1,0,0,1,3,16,0.5,0.6,2,4,6,8,11,11,14,0,,0,4 2 2 2 2,1,0.002222222,0.893333333,0.833333333,0.205213116,1.111111111,80,20,10,0,6,12,S6-21,S6-5,0,5,2,200,"200,400",0.0,0.006944444,20,0,10,0.454545455,11,31,2.818181818,3,4,0,0,0,"0,2,4,6,8",12-341,"0,2,4,6,8",12-341,"0,4,8,12,16",24-69905,1.511078341,0.5247539098490603,0.0
123,398,1632.030000037048,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,208,395917,0.0-208.0,1st,high,A,0 2 4 5 6,2,"['shifted', 'swapped']",-1,6,4 2 6 7 14 7 6 2 14 6 8 6,4 2 6 7 14 7 5 2 14 6 8 6,4 2 6 7 14 6 7 2 14 6 8 6,down,181,False,SSS0005,39476,6,2020-09-16 17:14:20.939000+00:00,,shifted,swapped,shifted,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,2,0,2,0,117,43,0,improper,1,3,2,3,1,2,1,1,10,9,12,5,2,False,5,1.44,144,4.533333333,1.566666667,3,12,0.18600656,0.416308076,0.290885485,0.289611233,6,0.4,6,2,3,False,True,4,0.434819391,87,0,0,0,0,6,14,0.1,0.16,2,4,5,6,21,21,23,4,"3,4,5,6",15,6 2 2 1 1,6,0.012222222,0.76,0.666666667,0.289611233,0.657142857,220,36,7,14,7,12,S6-23,S6-1,0,5,3,100,"100,200,600",0.003472222,0.0,36,14,7,0.071428571,21,27,1.285714286,6,9,2,1,0,"0,2,4,5,6",12-117,"0,2,4,5,6",12-117,"0,4,8,10,12",24-5393,2.000223827,0.6861940335774017,0.0
124,397,1972.0649999799207,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,197,374932,0.0-197.0,2nd,high,L,0 2 3 4 8,1,"['shifted', 'swapped']",1,6,1 5 1 3 1 9 5 3 5 1 9 4,1 5 1 3 1 9 6 3 5 1 9 4,1 5 1 3 1 5 9 3 5 1 9 4,up,171,False,SSS0005,39476,6,2020-09-16 17:14:20.939000+00:00,,shifted,swapped,swapped,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,1,0,0,285,35,1,improper,1,3,2,2,1,3,1,1,10,10,12,5,2,False,5,1.28,128,3.866666667,1.2,3,12,0.158631085,0.364238272,0.158631085,0.257474855,6,0.8,6,3,3,False,False,4,0.572651615,279,0,0,0,0,6,16,0.1,0.2,2,3,4,8,22,22,24,4,"2,3,5,6",16,4 4 2 1 1,6,0.008888889,0.786666667,0.814814815,0.257474855,0.633333333,180,36,7,13,7,12,S4-7,S8-17,0,5,3,100,"100,200,400",0.00462963,0.0,36,13,7,0.079545455,22,29,1.318181818,6,10,2,1,1,"0,2,3,4,8",12-285,"0,2,3,4,8",12-285,"0,4,6,8,16",24-65873,2.00516475,0.5271987127924188,0.0
125,395,2112.9450000007637,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,175,332138,0.0-175.0,neither,high,G,0 2 3 4 8,1,"['shifted', 'swapped']",1,6,9 3 5 13 4 3 5 1 4 13 3 5,9 3 5 13 4 3 6 1 4 13 3 5,9 3 5 13 4 5 3 1 4 13 3 5,up,151,False,SSS0005,39476,6,2020-09-16 17:14:20.939000+00:00,,shifted,swapped,neither,5,18,Yes,I used in-ear headphones (airpods),from the age of 8 to 16,English,"yes - sometimes there were notes which stood out, or in some cases it felt more cut off at the end",,Unknown,SONA for course credit,,,Female,,10.0,6-8,"Yes, I do alright","violin, piano",Strongly Agree,Strongly Agree,"I tried to remember patterns and higher notes which stood out. Sometimes the test melody brought images to my mind or made me feel a certain emotion, so I tried to see if I saw the same images or felt the same way when I listened to Option 1 and Option 2. I went between these two strategies throughout the study, but I do not know if a specific block affected that. However, sometimes the notes were closer together or more repetitive, which made it more difficult to judge the similarities.",2020-09-16 13:31:19,39476,True,0,0,1,0,285,35,1,improper,1,3,2,2,1,3,1,1,10,10,12,5,2,False,5,1.28,128,3.866666667,1.2,3,12,0.158631085,0.364238272,0.158631085,0.257474855,6,0.8,6,3,3,False,False,4,0.572651615,279,0,0,0,0,6,16,0.1,0.2,2,3,4,8,22,22,24,4,"2,3,5,6",16,4 4 2 1 1,6,0.008888889,0.786666667,0.814814815,0.257474855,0.633333333,180,36,7,13,7,12,S4-7,S8-17,0,5,3,100,"100,200,400",0.00462963,0.0,36,13,7,0.079545455,22,29,1.318181818,6,10,2,1,1,"0,2,3,4,8",12-285,"0,2,3,4,8",12-285,"0,4,6,8,16",24-65873,2.00516475,0.42364100711177666,0.0
