StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona
2021-09-05 19:16:06,2021-09-05 19:18:34,IP Address,216.165.95.150,100,148,True,2021-09-05 19:18:35,R_27vTTpAH3EsLVpN,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,0,0,,No,,I focused on the cross and listened for any off-key sounds,Yes,Some tones would stand out as different and I could hear them loud and clear,No,,in-ear headphones,Strongly Agree,Disagree,Agree,S1C1204,41422
2021-09-05 19:28:16,2021-09-05 19:30:44,IP Address,216.165.95.173,100,147,True,2021-09-05 19:30:44,R_3pnfDnHsgHywBzT,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,6,4,8-12,"Yes, but not so well","guitar, piano",trying to hum along,No,,No,,in ear headphones,Agree,Agree,Agree,S1C1604,41424
2021-09-05 20:32:24,2021-09-05 20:34:10,IP Address,216.165.95.183,100,105,True,2021-09-05 20:34:10,R_XsNe4L1rLUQrXwt,,,,,40.7279052734375,-73.9965972900390625,anonymous,EN,21,Female,SONA for course credit,,Spanish,,Passive,7,3,11-14,"Yes, I do alright",piano,quantity of different notes,Yes,some notes were different,No,,over-the-ear head phones,Agree,Neither Agree nor Disagree,Agree,S1C0805,40433
2021-09-06 00:16:10,2021-09-06 00:20:36,IP Address,216.165.95.181,100,265,True,2021-09-06 00:20:36,R_2DRHgwRrs8DXbYV,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,4,5,10-15,"Yes, but not so well",Cello,"Because I knew that there were only two options to choose from and that I would have a harder time differentiating between the test sound and the second option rather than the first, I would listen carefully to the test sound and the first option. If there were no differences, I would automatically know it is the second option. ",No,,No,,"Yes, I used Apple Air Pod Pros with the noise-cancelling feature.",Strongly Agree,Neither Agree nor Disagree,Agree,S1C0806,41412
2021-09-06 13:36:25,2021-09-06 13:38:49,IP Address,174.197.140.44,100,143,True,2021-09-06 13:38:49,R_28UuVuEqsVVsWmN,,,,,40.671295166015625,-73.8943023681640625,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,8,8,since 7,"Yes, I do alright","piano, guitar","if the melodies were in the same key and if the notes ascending or descending ",Yes,"noticing if one note in the options was not in the same key ",No,,"airpod pros ",Strongly Agree,Neither Agree nor Disagree,Agree,S1C0807,41419
2021-09-06 15:41:09,2021-09-06 15:44:26,IP Address,108.29.148.110,100,196,True,2021-09-06 15:44:26,R_BxoHxGXcUSdXfoJ,,,,,40.75469970703125,-73.96140289306640625,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Russian,Passive,8,9+,8-18,"Yes, I am near professional",Piano,"I tried to memorize the test melody in my head and hum it along with each option to compare ",Yes,I listened closely to the melody and tried to identify a difference in the melodies based on the notes being played.,Yes,"Throughout the experiment, I came to realize that Option 1 and Option 2 would sometimes have the same amount of notes changed from the original test melody but they were different pitches. Thus, I then focused on which one sounded most different melodically.","In-ear, AirPods Pro",Strongly Agree,Neither Agree nor Disagree,Agree,S1C0809,41416
2021-09-06 16:56:04,2021-09-06 16:57:56,IP Address,67.245.20.139,100,112,True,2021-09-06 16:57:56,R_2ScA9keLH65Z4Kr,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,6,4,"High School, 14-18",No,,"No real strategy, just listened for wrong notes",No,,No,,Airpods,Strongly Agree,Disagree,Agree,S1C1205,40727
2021-09-06 22:21:59,2021-09-06 22:32:12,IP Address,67.245.157.42,100,613,True,2021-09-06 22:32:12,R_vDJtGLRL82EcB21,,,,,40.71490478515625,-73.9893035888671875,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,5,3,13-15,"Yes, but not so well","Piano, Ukulele",I mainly just tried to memorize the initial melody's beginning and end with some attention towards the middle and then listened for changes to that middle section,Yes,I felt like it was easier to notice a difference from the original melody when the change had a note turn into a sharp or a flat,Yes,"I felt the changes got less overt over the course of the task and that the latter changes involved changing steps into skips, so I tried to listen for that instead",I listened to the task using Jabra Elite 65t wireless earbuds,Agree,Agree,Agree,S1C1206,41427
2021-09-06 22:42:08,2021-09-06 22:43:36,IP Address,216.165.95.139,100,88,True,2021-09-06 22:43:36,R_1ihqEJEljJDpmEp,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Other,SONA for course credit,,English,,Passive,7,5,12-17,"Yes, I do alright",Piano,Instinct,No,,No,,Earbud,Agree,Agree,Agree,S1C1207,41026
2021-09-07 00:37:43,2021-09-07 00:44:04,IP Address,216.165.95.134,100,381,True,2021-09-07 00:44:05,R_23fsg9VZJy38JYf,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,6,4,10-14,No,,"I mentally recorded the first and last notes more-so than the middle, aiding in my comparison between the samples. I also noted the rhythm the original melody produced and compared it to the melodis.",Yes,"I found that lower-tone out-of-place notes were the most distinguishable factor in unlikeliness to the original melody. I found that if a melody contained a low note not originally found in the melody it was much easier to select it as ""the most different."" ",Yes,"Sometimes I would notice that despite the sole low-note, the rest of the melody remained very similar to the original. I ended up selecting some of the lower-note options because I felt that there were more melodic ""mistakes"" in the counterpart.","I listened to the task using headphones-- specifically air pods in-ear. ",Strongly Agree,Agree,Agree,S1C1208,41404
2021-09-08 18:23:56,2021-09-08 18:27:14,IP Address,216.165.95.143,100,198,True,2021-09-08 18:27:14,R_uwWbOErlYhZcfCN,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Promoter,10,2,12-14,"Yes, I do alright","Flute, clarinet",Determine the differences in the notes,Yes,I noticed that some melodies were shorter or had drastically different notes,No,,Over-the-ear headphones- Beats Solo 3,Strongly Agree,Agree,Agree,S1C1209,41429
2021-09-09 04:19:24,2021-09-09 04:22:51,IP Address,91.230.41.202,100,206,True,2021-09-09 04:22:52,R_12maatEup0OuJ8i,,,,,24.46380615234375,54.363006591796875,anonymous,EN,22,Female,SONA for course credit,,Other (please specify below):,Polish,Detractor,6,6,6-12,"Yes, but not so well",piano,"I would try to listen for off-notes ",Yes,the number of especially high or especially low notes in the melody,Yes,"Not every melody had extra high or low notes so I would sometimes click as I felt was right at that moment. ","in-ear, JBL LIVE 300TWS",Strongly Agree,Agree,Agree,S1C1605,41406
2021-09-11 19:14:10,2021-09-11 19:17:22,IP Address,216.165.95.152,100,192,True,2021-09-11 19:17:22,R_CmOvNkHB5wiUWe5,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,17,Female,SONA for course credit,,English,,Detractor,5,1,16,No,,,Yes,I could tell when a note sounded off in a particular section in the melody compared to the original one.,No,,In-ear earbuds,Strongly Agree,Neither Agree nor Disagree,Agree,S1C1608,41395
2021-09-15 11:37:51,2021-09-15 11:40:46,IP Address,74.68.48.227,100,175,True,2021-09-15 11:40:48,R_3oI6h8KsXM9L9pk,,,,,40.75970458984375,-73.9810028076171875,anonymous,EN,19,Male,SONA for course credit,,Chinese (Mandarin),,Detractor,4,0,,No,,remember.,Yes,one part of music was changed,No,,SPEAKER,Agree,Agree,Agree,S1C0810,41444
2021-09-15 11:55:04,2021-09-15 11:57:03,IP Address,71.105.248.139,100,119,True,2021-09-15 11:57:04,R_3hDQVoTfLzUAi3e,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,21,Female,SONA for course credit,,Chinese (Mandarin),,Passive,7,4,6-10years old,"Yes, I do alright",Piano,the tones,Yes,Sometimes it is a switch of different keys; sometimes it is down / up a key,No,,"Yes, in-ear",Strongly Agree,Disagree,Agree,S1C0811,41788
2021-09-15 11:55:08,2021-09-15 11:58:07,IP Address,173.56.106.143,100,178,True,2021-09-15 11:58:07,R_1JCPiTREfWGG1jj,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,2,6,10 -1 6,No,,"listened to the pattern of lower notes and tried to remember that ",Yes,based discrimination on the pattern of lower tones and tried to just remember those instead of trying to remember every single tone,Yes,"started off trying to remember every single tone, but then switched about 1/2 way through to focus just on the lower tones ","in ear headphones ",Strongly Agree,Agree,Agree,S1C1609,36250
2021-09-15 11:59:19,2021-09-15 12:01:41,IP Address,216.165.95.183,100,142,True,2021-09-15 12:01:42,R_6Q10aXCIUIyG7Bf,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,Chinese (Mandarin),,Passive,7,2,16,No,,"Judge the ups and downs of musical rhythm. ",Yes,The rhythm.,No,,In-ear headphone,Agree,Neither Agree nor Disagree,Agree,S1C0812,41505
2021-09-15 12:05:51,2021-09-15 12:09:24,IP Address,216.165.95.184,100,212,True,2021-09-15 12:09:24,R_1d5qRdQFRAC9jl1,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,Chinese (Mandarin),,Passive,7,7,11-18,"Yes, I do alright",piano,,Yes,the rythmn,Yes,"block 5, the pieces are becoming very similar",one right side air pod,Strongly Agree,Disagree,Agree,S1C0814,41442
2021-09-15 12:07:19,2021-09-15 12:09:49,IP Address,216.165.95.174,100,149,True,2021-09-15 12:09:49,R_blM7hQhpqWbiwRX,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,0,0,,No,,"focus, finger taps",Yes,"high and low pitches ",No,,in the ear,Strongly Agree,Strongly Disagree,Agree,S1C0813,41857
2021-09-15 13:35:00,2021-09-15 13:36:32,IP Address,216.165.95.179,100,92,True,2021-09-15 13:36:33,R_1cYur7UHphSqyma,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,6,8,10-18,"Yes, I do alright",Trumpet,Just based off what differences I noticed and how far I felt they were from the original,Yes,Some of the melodies were changed from going up the octave to down,No,,In-ear airpods,Agree,Neither Agree nor Disagree,Agree,S1C1212,41500
2021-09-15 13:34:53,2021-09-15 13:37:38,IP Address,216.165.95.139,100,164,True,2021-09-15 13:37:39,R_1FwRGtBgwfOkOoV,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,2,0,,No,,"I zoned myself into the melodies using my headphones. It was easier to hear the different melodies that way. ",Yes,They used different majors and minor keys.,No,,"I listened to the task using headphones- in ear airpods. ",Strongly Agree,Neither Agree nor Disagree,Agree,S1C1210,41677
2021-09-15 13:38:00,2021-09-15 13:38:59,IP Address,216.165.95.187,100,59,True,2021-09-15 13:39:00,R_3iUL48QjVG9XFvz,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Promoter,9,6,12,"Yes, I am near professional","flute, piano",n/a,No,,No,,airpods in-ear,Disagree,Agree,Agree,S1C1211,41657
2021-09-15 13:51:54,2021-09-15 13:53:51,IP Address,216.165.95.180,100,117,True,2021-09-15 13:53:52,R_2YArvY70oh04EoE,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,3,3,15-17,"Yes, I do alright",Violin,Intervals,Yes,Changes in intervals,No,,"in-ear, airpods pro.",Strongly Agree,Agree,Agree,S1C1213,41471
2021-09-15 14:29:27,2021-09-15 14:31:13,IP Address,216.165.95.135,100,105,True,2021-09-15 14:31:13,R_1mIMUbzMQLkuTuY,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,0,4,,No,,No strategy,No,,No,,over-the-ear,Agree,Strongly Agree,Agree,S1C1610,41856
2021-09-15 14:58:53,2021-09-15 15:00:28,IP Address,173.3.169.96,100,94,True,2021-09-15 15:00:28,R_31ciZ03PELScP9W,,,,,40.854705810546875,-73.9217987060546875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,0,0,,No,,,No,,No,,I used my airpod pros to listen to the task.,Agree,Disagree,Agree,S1C1612,41770
2021-09-15 15:16:28,2021-09-15 15:22:26,IP Address,207.38.151.159,100,357,True,2021-09-15 15:22:27,R_27J1xsdYMpuvNaT,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,19,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,6,1,around 14 years old,"Yes, but not so well",violin,"imagining a wave inside my mind and when listen to the two options, see if they match with each other",Yes,some of them are longer and some have higher pitch,Yes,"at the begging I tried to draw geometrical shapes that corresponded to the melody in my head, but later on I think the strategy does not work for all of them. This is when I started to draw waves.",in-ear headphone (airpod pro),Strongly Agree,Agree,Agree,S1C1611,41562
2021-09-15 15:51:37,2021-09-15 15:55:08,IP Address,216.165.95.189,100,211,True,2021-09-15 15:55:09,R_3GuMmgXPZcbKIev,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,4,8,5-13,"Yes, but not so well",Piano,I thought of major/minor chords which may it easier to distinguish between the melodies. I also pictured my fingers on the keyboard.,Yes,Some melodies were in major keys/minor keys. They had repeating notes,No,,Earphones; apple airpods 2nd gen,Strongly Agree,Disagree,Agree,S1C1613,41884
2021-09-15 15:53:56,2021-09-15 15:55:40,IP Address,216.165.95.141,100,104,True,2021-09-15 15:55:40,R_8Cc45aMjEAD2Bep,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Vietnamese,Passive,7,3,5-6,"Yes, but not so well",Piano,"Flat notes, Majors/Minors",No,,No,,"headphones, airpods",Strongly Agree,Agree,Agree,S1C1614,41877
2021-09-15 18:17:58,2021-09-15 18:21:41,IP Address,216.165.95.152,100,222,True,2021-09-15 18:21:41,R_AGx6odmw7oSwpsB,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,4,4,10-14,No,,Different notes and ups and down of them,Yes,"I would try to find parts of the melody that was ""identifiable""",Yes,"It differed, I tried to listen for certain points that would help me identify the melody or I would listen for odd notes out","Apple Airpod Pro, in-ear, with noise cancellation",Strongly Agree,Agree,Agree,S1C0817,41613
2021-09-15 18:04:53,2021-09-15 19:27:42,IP Address,216.165.95.167,100,4968,True,2021-09-15 19:27:42,R_1IBs4d1mAiVpPgb,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,9+,7-18,"Yes, I do alright",Guitar and piano,I looked for as few variations as possible,Yes,I noticed the two main variations were changing the order of some notes or using a flat or sharp of a note from the test music,Yes,"Around Block 3, I started choosing the options that had a greater number of variations even though the general sound of the other option was very different due to a flat or sharp. In Block 5, I changed back to selecting the options that had more sharps/flats.",Apple earbuds that came with my iPhone 6S in 2016,Strongly Agree,Disagree,Agree,S1C0816,41639
2021-09-15 19:27:16,2021-09-15 19:30:23,IP Address,216.165.95.135,100,186,True,2021-09-15 19:30:23,R_3G0WFaSk37S4ISh,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Arabic,Detractor,4,2,11-13,"Yes, but not so well","Piano, guitar",,Yes,,No,,"Apple earphones (in-ear) ",Agree,Agree,Agree,S1C0819,41819
2021-09-15 21:38:49,2021-09-15 21:40:38,IP Address,24.136.125.201,100,108,True,2021-09-15 21:40:38,R_1OBRcBJXvq3OYVr,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,2,0,,No,,The sound of the keys being played,Yes,Some keys were a different tone and it sounded off,No,,"In ear headphones, airpods ",Strongly Agree,Disagree,Agree,S1C1218,41620
2021-09-15 22:13:08,2021-09-15 22:15:28,IP Address,50.74.184.77,100,139,True,2021-09-15 22:15:28,R_1IZb6RdQ9vreAJ8,,,,,40.7364959716796875,-74.00550079345703125,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,8,2,13-14,"Yes, I do alright","guitar, bass","note sequence, pitch, dissonance",Yes,where dissonance occurred and whether variations were higher or lower in litch,No,,"Bose over ear noise cancelling headphones ",Strongly Agree,Agree,Agree,S1C1219,41648
2021-09-15 22:31:24,2021-09-15 22:34:01,IP Address,66.108.27.93,100,157,True,2021-09-15 22:34:03,R_1PRUsir2OkZiiAN,,,,,40.8527069091796875,-73.93830108642578125,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,2,0,,No,,None,Yes,Repetitions and the key,No,,in-ear headphones,Strongly Agree,Disagree,Agree,S1C1217,41841
2021-09-16 11:48:53,2021-09-16 11:52:04,IP Address,216.165.95.158,100,191,True,2021-09-16 11:52:04,R_AsNiZMxoZo1Rial,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,8,9+,4-18,"Yes, I do alright","Piano, viola, guitar",Noting patterns/repetitions and trying to mimick parts with my fingers like a piano (just on a table though not an actual piano),No,,No,,Airpods,Strongly Agree,Agree,Agree,S1C1616,41447
2021-09-16 12:27:40,2021-09-16 12:30:33,IP Address,216.165.95.136,100,173,True,2021-09-16 12:30:34,R_2YDu9NWjO45o102,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,1,0,,No,,Counting the beats.,No,,No,,I used Apple headphones and put them in my ears.,Strongly Agree,Neither Agree nor Disagree,Agree,S1C1617,41487
2021-09-16 15:12:55,2021-09-16 15:15:07,IP Address,216.165.95.189,100,131,True,2021-09-16 15:15:07,R_2Xil5MV8ZK7BHGj,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,2,4,4-8,"Yes, I do alright",piano,by sense,No,,No,,in ear,Strongly Agree,Agree,Agree,S1C1619,41599
2021-09-16 19:09:04,2021-09-16 19:11:28,IP Address,74.64.32.102,100,144,True,2021-09-16 19:11:28,R_VHUYFdVjSVzTo77,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,2,0,,No,,,No,,No,,headphones,Strongly Disagree,Strongly Disagree,Agree,S1C0822,41449
2021-09-16 21:12:58,2021-09-16 21:14:45,IP Address,216.165.95.138,100,107,True,2021-09-16 21:14:46,R_b4lMCMWekBYq9gt,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,2,3,9-12,"Yes, but not so well",guitar,listening for the most distinct notes and their placement in the sequence,Yes,I listened for the lowest and highest notes,No,,over-the-ear headphones,Strongly Agree,Agree,Agree,S1C0823,39889
2021-09-16 21:40:26,2021-09-16 21:43:07,IP Address,98.113.32.172,100,161,True,2021-09-16 21:43:07,R_1F2PHUlN3izFKmh,,,,,40.69940185546875,-73.88829803466796875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,cantonese,Detractor,6,1,17,"Yes, I do alright",violin,I tried to differentiate the notes being played.,No,,No,,in-ear,Strongly Agree,Agree,Agree,S1C1221,41532
2021-09-16 21:42:14,2021-09-16 21:45:35,IP Address,216.165.95.173,100,200,True,2021-09-16 21:45:36,R_UJwFvRZqP3wfcqd,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,5,0,,"Yes, but not so well",ukulele,counted for missing or added beats,Yes,"sometimes added or removed note, sometimes L went deeper sometimes A switch ed two notes",Yes,The strategy sort of evolved block by block,"in ear, air pods",Strongly Agree,Neither Agree nor Disagree,Agree,S1C0824,41654
2021-09-16 21:39:15,2021-09-16 21:47:08,IP Address,216.165.95.129,100,473,True,2021-09-16 21:47:09,R_30e1QHoUQTYRQzw,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,2,0,,"Yes, but not so well",i played the drums in HS drumline & band class,"not sure, i just listened ",Yes,"sometimes there were obvious key changes, other times it sounded like two notes were swapped",No,,in ear apple air pods,Strongly Agree,Disagree,Agree,S1C1220,41854
2021-09-16 23:00:37,2021-09-16 23:13:11,IP Address,216.165.95.185,100,753,True,2021-09-16 23:13:11,R_do0ctQLQ7aWDcqd,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,Spanish,,Detractor,6,6,12-16,"Yes, but not so well","Piano, violin, flute","the different high and low notes that were played, and any similar sequences.",Yes,"sometimes a sequence of notes would sound off, or they would sound good together (depending on the sequence of notes themselves or the high/low notes).",Yes,"4. I still used the same strategy for the most part, but I began using more intuition/instinct than anything.","earbuds, specifically airpods.",Strongly Agree,Disagree,Agree,S1C1222,41708
2021-09-17 01:52:01,2021-09-17 01:53:48,IP Address,207.38.225.249,100,107,True,2021-09-17 01:53:48,R_2XcXN3hzOxz2c67,,,,,40.760894775390625,-73.9114990234375,anonymous,EN,20,Female,SONA for course credit,,Chinese (Mandarin),,Detractor,1,1,8 - 9,No,,none,No,,No,,speaker,Strongly Agree,Disagree,Agree,S1C1622,41813
