StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona
2023-10-11 11:37:00,2023-10-11 11:38:23,IP Address,216.165.95.184,100,82,True,2023-10-11 11:38:24,R_1CwlMhg11ggZ1BH,,,,,40.7359,-73.9904,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,4,0,,No,,,Yes,THE TONES,No,,AIRPODS,Agree,Neither Agree nor Disagree,Agree,ATON0045,45544
2023-10-11 12:05:00,2023-10-11 12:06:09,IP Address,216.165.95.136,100,69,True,2023-10-11 12:06:10,R_2YY6DsiZxhR3yhR,,,,,40.7359,-73.9904,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,1,0,,No,,,Yes,If I heard a note that sounded really different,No,,In-ear headphones,Strongly Agree,Strongly Agree,Agree,ATON0047,44613
2023-10-11 12:15:20,2023-10-11 12:18:22,IP Address,216.165.95.156,100,182,True,2023-10-11 12:18:23,R_2zYDrwEK5OWkbRR,,,,,40.7359,-73.9904,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,2,2-3,10-13,"Yes, but not so well",Piano,"Noticing how the chords would go up and down and in what pattern. ",Yes,"I would notice just small key changes in the different options when deciding. ",No,,"Yes, over-the-ear. I'm using Sony headphones which I got this past year. ",Strongly Agree,Neither Agree nor Disagree,Agree,ATON0048,45563
2023-10-11 14:41:22,2023-10-11 14:45:58,IP Address,71.104.38.64,100,276,True,2023-10-11 14:45:59,R_1KdUhm9NNkZJNX5,,,,,40.7424,-74.0325,anonymous,EN,20,Male,SONA for course credit,,Other (please specify below):,Chinese,Detractor,6,2-3,8-12,"Yes, but not so well","guitar, trumpet",the difference on unharmony tune,No,,No,,headphone over-the-ear,Strongly Agree,Strongly Agree,Agree,ATON0050,46161
2023-10-11 15:09:50,2023-10-11 15:11:01,IP Address,216.165.95.180,100,70,True,2023-10-11 15:11:01,R_1FafGsbNaSGlUt9,,,,,40.7359,-73.9904,anonymous,EN,22,Female,SONA for course credit,,Other (please specify below):,mandarin,Detractor,3,4-5,7-12,"Yes, but not so well",violin,memory,No,,No,,in ear,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,ATON0067,46188
2023-10-11 17:40:04,2023-10-11 17:41:15,IP Address,38.42.85.97,100,71,True,2023-10-11 17:41:16,R_3CP0ZnZlVA2mt3f,,,,,40.7597,-73.981,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Tajik,Detractor,3,0,,No,,honestly paying vlose attention,Yes,some beats were off,No,,yes i used headphones in both ears,Agree,Strongly Agree,Agree,ATON0049,45871
2023-10-11 19:46:42,2023-10-11 19:48:37,IP Address,216.165.95.172,100,114,True,2023-10-11 19:48:37,R_1LpMOwUwPVj1X5I,,,,,40.7359,-73.9904,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,3,0,,No,,n/a,No,,Yes,"First I listened for differences in the tones throughout but then I just concentrated on the tones at the beginning and end of each run. ","Yes. In ear air pod 2nd generations. ",Agree,Agree,Agree,ATON0069,45814
2023-10-12 12:43:47,2023-10-12 12:49:37,IP Address,216.165.95.129,100,349,True,2023-10-12 12:49:38,R_12M8QjJpXwtg9Lx,,,,,40.7359,-73.9904,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,6-8,8-13 (beginning of third grade until end of seventh grade),"Yes, but not so well","Classical Flute, Piano",Notes similarity,Yes,"whether notes sounded similar, change of volume, whistle noises, strings. ",No,,"Headphones- iPhone 11 airpods. ",Strongly Agree,Neither Agree nor Disagree,Agree,ATON0071,45883
2023-10-12 17:12:16,2023-10-12 17:13:26,IP Address,24.193.2.168,100,70,True,2023-10-12 17:13:27,R_2c5HwkQYFxTEna6,,,,,40.7359,-73.9904,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,mandarin,Passive,7,4-5,7-10,"Yes, I do alright","piano, guitar",,No,,No,,,Agree,Neither Agree nor Disagree,Agree,ATON0072,45821
2023-10-13 12:27:09,2023-10-13 12:31:16,IP Address,216.165.95.143,100,247,True,2023-10-13 12:31:17,R_2zeHSoyB24y37uu,,,,,40.7359,-73.9904,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Mandarin/Chinese,Detractor,2,2-3,10-12,"Yes, but not so well",flute,the tone of the melodies,Yes,I listened to the tone of the melodies. Some melodies were higher or lower than the original,No,,"Yes, I used Sony XM4 over-the-ear headphones",Strongly Agree,Strongly Agree,Agree,ATON0075,45981
2023-10-13 14:44:43,2023-10-13 14:46:43,IP Address,76.78.73.170,100,119,True,2023-10-13 14:46:43,R_2TBmC5wy5nZ3mvI,,,,,42.4444,-76.4926,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,7,0,,No,,"just try and listen to each melody and if I heard a difference then that would be the one that deciphered ",No,,No,,over the ear headphones - apple pro max headphones,Strongly Disagree,Neither Agree nor Disagree,Agree,ATON0076,42469
2023-10-13 19:27:16,2023-10-13 19:30:11,IP Address,216.165.95.181,100,175,True,2023-10-13 19:30:12,R_2fEicQuMXbajuxE,,,,,40.7359,-73.9904,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,7,6-8,6-13,"Yes, I am near professional",piano,they all use piano to play and the same length,Yes,the notes are differet,No,,"headphones ",Agree,Agree,Agree,ATON0077,46178
2023-10-13 20:22:16,2023-10-13 20:26:59,IP Address,216.165.95.186,100,283,True,2023-10-13 20:26:59,R_ThCOhWGqDDYVcPv,,,,,40.7359,-73.9904,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,7,4-5,6-12years old,"Yes, I do alright",Piano,"I judge the difference from especially outstanding high and low note, also the pattern of the melodieshe ",Yes,"Sudden shifts in individual tones and also the feeling of ""I don't remenber this note, which is abrupt""",No,,In-ear,Agree,Neither Agree nor Disagree,Agree,ATON0078,46150
2023-10-13 20:47:40,2023-10-13 20:53:45,IP Address,216.165.95.131,100,365,True,2023-10-13 20:53:46,R_XBSW2T5WcqqvRy9,,,,,40.7359,-73.9904,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Chinese,Promoter,9,,18 now and started music at 4,"Yes, I do alright","piano, lute, guitar, and several small simple instruments","use chunking and divide the original into 4 part, 4 in one part, and compare with following options",Yes,"for example, I met some questions that change one note to a higher wrong note in option 1, and a lower wrong note in option 2",No,,headphones over the ear,Strongly Agree,Neither Agree nor Disagree,Agree,ATON0080,46240
2023-10-13 20:57:14,2023-10-13 20:59:30,IP Address,207.172.164.182,100,136,True,2023-10-13 20:59:31,R_2tFQw6J6GVxcxfH,,,,,40.7429,-73.9392,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,4,1,around 14,"Yes, I do alright","Piano, cello, guitar",I focused on remembering the beginning and end,Yes,"Probably the notes played or the pitch ",No,,"Headphone, airpods",Strongly Agree,Agree,Agree,ATON0083,45811
2023-10-13 22:30:30,2023-10-13 22:35:09,IP Address,207.38.134.107,100,279,True,2023-10-13 22:35:10,R_w0hmByFSKFG1Ekh,,,,,40.7263,-73.9818,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,5,6-8,8-15?,"Yes, I do alright",Piano,Short-term memory and the melodic trend,Yes,"The ending is different sometimes, and also the melodic pitch",No,,computer speaker,Strongly Agree,Neither Agree nor Disagree,Agree,ATON0084,45552
2023-10-14 07:51:32,2023-10-14 07:53:01,IP Address,216.165.95.173,100,88,True,2023-10-14 07:53:01,R_2ZOfypOBVgjTvuL,,,,,40.7359,-73.9904,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,6,0,,No,,Hearing the different pitches,Yes,The soud=nd was either lower or higher in pitch,No,,Speakers,Agree,Neither Agree nor Disagree,Agree,ATON0085,45754
2023-10-14 20:20:37,2023-10-14 20:23:21,IP Address,66.108.85.37,100,164,True,2023-10-14 20:23:22,R_01klfP4vu45oDAt,,,,,40.7428,-73.9712,anonymous,EN,21,Female,SONA for course credit,,Other (please specify below):,Korean,Detractor,1,6-8,7-12,"Yes, but not so well",piano,the melody that I didn't heard,No,,No,,speaker,Strongly Agree,Neither Agree nor Disagree,Agree,ATON0088,43718
2023-10-14 22:36:33,2023-10-14 22:38:31,IP Address,216.165.95.143,100,118,True,2023-10-14 22:38:32,R_3nork44MU1GpT8v,,,,,40.7359,-73.9904,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Japanese,Detractor,6,6-8,2-9,"Yes, but not so well",Piano,,No,,No,,,Agree,Disagree,Agree,ATON0089,45957
2023-10-14 23:29:58,2023-10-14 23:32:31,IP Address,216.165.95.145,100,152,True,2023-10-14 23:32:32,R_2zT7K3PHTbfjNrB,,,,,40.7359,-73.9904,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,2,0,,"Yes, I do alright",piano,,No,,No,,airpods,Agree,Strongly Agree,Agree,ATON0091,44105
2023-10-15 00:38:46,2023-10-15 00:40:54,IP Address,216.165.95.159,100,127,True,2023-10-15 00:40:54,R_V5c1WMjalL1Y93j,,,,,40.7359,-73.9904,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,3,0,,No,,,No,,No,,"for some airpods pro, for some coomputer zpeaker",Agree,Strongly Agree,Agree,ATON0035,45989
2023-10-15 12:21:21,2023-10-15 12:24:56,IP Address,216.165.95.182,100,214,True,2023-10-15 12:24:56,R_2P83ZrMNYoPXZeo,,,,,40.7359,-73.9904,anonymous,EN,20,Female,SONA for course credit,,English,,Promoter,9,9+,8-18,"Yes, I do alright",clarinet,try to memorize the start melody and see if any dissonant notes stood out to me,Yes,I tried to listen to specific chunks of the melodies that stood out to me,No,,Over the ear headphones,Strongly Agree,Disagree,Agree,ATON0094,46114
2023-10-15 15:27:52,2023-10-15 15:30:15,IP Address,98.109.27.75,100,143,True,2023-10-15 15:30:15,R_3efQhauI0qrhMhm,,,,,40.7362,-74.0422,anonymous,EN,22,Female,SONA for course credit,,Other (please specify below):,Mandarin,Detractor,1,1,21,"Yes, but not so well",Guitar,,No,,No,,,Agree,Strongly Agree,Agree,ATON0096,44134
2023-10-15 16:24:29,2023-10-15 16:30:58,IP Address,216.165.95.136,100,389,True,2023-10-15 16:30:59,R_r6jKf809E4syL8B,,,,,40.7359,-73.9904,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,2,0,,No,,I tried to visualize the melody in my mind with a curve and I closed my eyes to focus on the sound,No,,Yes,I closed my eyes to listen after the first block (from 2 to 4),I use earphones (in-ear),Agree,Strongly Agree,Agree,ATON0097,46172
2023-10-15 18:16:05,2023-10-15 18:17:47,IP Address,216.165.95.148,100,102,True,2023-10-15 18:17:48,R_2tss63rs8dpXLIT,,,,,40.7359,-73.9904,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,1,0,,No,,,No,,No,,in ear,Strongly Agree,Strongly Disagree,Agree,ATON0098,46069
2023-10-15 18:50:58,2023-10-15 18:56:54,IP Address,68.198.43.112,100,355,True,2023-10-15 18:56:55,R_1dHtbYgyU2zTSYj,,,,,40.8364,-74.1403,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,2-3,13-15,"Yes, but not so well","Ukelele, guitar, violin",I used my fingers to closely monitor the beats which allowed me to notice more distinctions.,Yes,There were occasionally lower notes or higher notes which did not match with the sample melody.,Yes,"Around block 2 or 3, I started to pay closer attention and incorporated either closing my eyes and/or tracking with my fingers.",Sony WH-1000XM5 Wireless,Agree,Agree,Agree,ATON0100,45880
2023-10-15 20:36:09,2023-10-15 20:38:09,IP Address,216.165.95.157,100,120,True,2023-10-15 20:38:10,R_1DtLgxIllsO4r0M,,,,,40.7359,-73.9904,anonymous,EN,22,Female,SONA for course credit,,Other (please specify below):,Polish,Detractor,4,0,,"Yes, but not so well",Flute,The honks in the background,Yes,How high the melodies were,No,,In ear Apple headphones,Agree,Agree,Agree,ATON0101,44194
2023-10-15 23:20:27,2023-10-15 23:21:24,IP Address,108.30.57.238,100,56,True,2023-10-15 23:21:24,R_3DkdEJcgRW4hzoa,,,,,40.7244,-73.6484,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,1,1,12,"Yes, but not so well","Violen ",,No,,No,,,Agree,Agree,Agree,ATON0004,45680
2023-10-15 23:39:09,2023-10-15 23:42:38,IP Address,100.12.176.103,100,209,True,2023-10-15 23:42:39,R_129EoRaczbouLCC,,,,,40.7364,-73.8695,anonymous,EN,18,Male,SONA for course credit,,English,,Passive,8,4-5,,"Yes, I do alright",piano and guitar,See if one of the options had an irregular jump,Yes,The semi tone jumps,No,,Over ear,Strongly Agree,Disagree,Agree,ATON0099,45775
2023-10-15 23:56:13,2023-10-15 23:58:05,IP Address,146.70.165.10,100,112,True,2023-10-15 23:58:06,R_3GiyCRStBci0Kxx,,,,,40.7157,-74,anonymous,EN,23,Male,SONA for course credit,,English,,Detractor,2,2-3,Around 8-11,"Yes, but not so well",Cello,Listening for a wrong note,Yes,Listening for a wrong note,No,,in-ear headphones,Strongly Agree,Agree,Agree,ATON0104,45906
2023-10-17 00:43:50,2023-10-17 00:46:49,IP Address,216.165.95.145,100,179,True,2023-10-17 00:46:50,R_2yapS7n0GLztcx8,,,,,40.7359,-73.9904,anonymous,EN,19,Male,SONA for course credit,,Other (please specify below):,Korean,Promoter,10,0,,No,,Wrong melodies include some high pitch sound,Yes,Wrong melodies include some high pitch sound,No,,Headphones over the ear,Strongly Agree,Agree,Agree,ATON0108,45626
2023-10-17 12:28:11,2023-10-17 12:30:41,IP Address,98.113.245.97,100,149,True,2023-10-17 12:30:42,R_2fweSLCnFDFGtUZ,,,,,40.9058,-73.3381,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,5,2-3,I was around 7-11,"Yes, but not so well",piano,"I tried to listen to if the notes were going high or low and then try to differentiate but it was hard at times. ",Yes,I tried to listen to which would add a lower or higher note where i thought it didn't belong,No,,over-the-ear headphones,Strongly Agree,Agree,Agree,ATON0110,44074
