,index,rt,stimulus,key_press,name_x,trial_type,trial_index,time_elapsed,internal_node_id,response,certainty,char,transposition,order,probe_pitches,shifted_pitches,swapped_pitches,shift_direction,question_num,has_decoy,subject,sona_x,block,time,malformed,set,option_1,option_2,chose,Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,understood task,I7_count,I5_count,I1_count,I11_count,name_y,id,triads,propriety,lerdahl_instable_modes,unique_step_sizes,IC1,IC2,IC3,IC4,IC5,IC6,IV_sum,num_of_trichords,total_trichords,num_of_triads,consecutive_semitones,subset_of_diatonic,cardinality,step_mean_error,step_mean_error_cents,unevenness,binary_unevenness,subset_of_MOLT,num_of_transpositions,dissonance_min,dissonance_max,dissonance_med,dissonance_mean,violations,segments,role_clarity,motive_strength,lev_penta,lev_dia,stackable_in_3rds,fully_scalar,imperfections,area,inverse_cardinal,prime_form,diatonic_parents,harmonicm_parents,melodicm_parents,unique_diads,total_diads,sameness_quotient,coherence_quotient,note2,note3,note4,note5,unique_n_chords,unique_n_chords_prime,diatonic_n_chords,diagnostic_interval_count,diagnostic_intervals,diagnostic_combinations,necklace_family,necklace_family_members,evenness_of_spread,step_similarity,constituent_similarity,roughness,cardinality_variety_ratio,mode_variance,differences,ambiguities,contradictions,virtual_cardinality,edo,fragment1_name,fragment2_name,step_mean_error_min,step_mean_error_max,smallest_step,step_sizes,fragment1_EOS,fragment2_EOS,rahn_differences,rahn_contradictions,rahn_ambiguities,symmetry,m2,P5,Mm3,normal,normal_name,normal_as_12edo,normal12_name,normal_as_24edo,normal24_name
289,392,1562.699999988079,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,175,473210,0.0-175.0,2nd,high,L,0,"['swapped', 'shifted']",12 10 4 10 4 2 8 6 4 0 10 6 0 2 4 12,12 10 4 10 4 2 8 7 4 0 10 6 0 2 4 12,12 10 4 10 4 2 8 4 6 0 10 6 0 2 4 12,1,151,False,ATON0010,45766,2,2023-10-03 00:01:34.266000+00:00,,wholetone,swapped,shifted,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
290,394,2474.199999988079,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,197,524521,0.0-197.0,2nd,high,L,-3,"['shifted', 'swapped']",6 10 6 12 4 8 6 2 12 10 6 2 0 2 4 6,6 10 6 12 4 8 6 2 11 10 6 2 0 2 4 6,6 10 6 12 4 8 6 12 2 10 6 2 0 2 4 6,-1,171,False,ATON0010,45766,2,2023-10-03 00:01:34.266000+00:00,,wholetone,shifted,swapped,swapped,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
291,397,4460.699999988079,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,10,44137,0.0-10.0,1st,high,A,-1,"['shifted', 'swapped']",-1 3 -3 5 9 5 -1 3 1 5 -1 7 3 7 3 5,-1 3 -3 5 9 5 -1 3 2 5 -1 7 3 7 3 5,-1 3 -3 5 9 5 -1 1 3 5 -1 7 3 7 3 5,1,1,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,shifted,swapped,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
292,398,1905.3999999761581,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,21,68493,0.0-21.0,2nd,high,L,3,"['swapped', 'shifted']",7 5 7 1 3 -1 7 -3 -1 9 1 9 -1 3 5 1,7 5 7 1 3 -1 7 -4 -1 9 1 9 -1 3 5 1,7 5 7 1 3 -1 7 -1 -3 9 1 9 -1 3 5 1,-1,11,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,swapped,shifted,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
293,401,1350.699999988079,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,54,141815,0.0-54.0,2nd,high,L,-1,"['swapped', 'shifted']",-1 5 -1 -3 3 1 7 -3 3 1 9 7 1 7 1 -1,-1 5 -1 -3 3 1 7 -3 2 1 9 7 1 7 1 -1,-1 5 -1 -3 3 1 7 3 -3 1 9 7 1 7 1 -1,-1,41,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,swapped,shifted,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
294,403,1024.0,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,76,191365,0.0-76.0,2nd,high,L,-3,"['shifted', 'swapped']",1 3 9 7 5 3 5 9 -1 7 1 3 -3 1 7 -3,1 3 9 7 5 3 5 10 -1 7 1 3 -3 1 7 -3,1 3 9 7 5 3 5 -1 9 7 1 3 -3 1 7 -3,1,61,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,shifted,swapped,swapped,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
295,404,744.0,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,87,214844,0.0-87.0,neither,high,G,-2,"['shifted', 'swapped']",1 5 3 5 9 7 5 -1 -3 1 9 5 9 1 9 1,1 5 3 5 9 7 5 -1 -2 1 9 5 9 1 9 1,1 5 3 5 9 7 5 -3 -1 1 9 5 9 1 9 1,1,71,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,shifted,swapped,neither,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
296,406,2731.400000035763,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,109,264761,0.0-109.0,neither,high,G,0,"['swapped', 'shifted']",3 9 3 1 5 -3 5 -1 -3 1 -1 1 9 3 -1 7,3 9 3 1 5 -3 5 -1 -2 1 -1 1 9 3 -1 7,3 9 3 1 5 -3 5 -3 -1 1 -1 1 9 3 -1 7,1,91,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,swapped,shifted,neither,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
297,408,881.1999999880791,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,131,315039,0.0-131.0,2nd,high,L,-2,"['shifted', 'swapped']",7 9 7 3 -3 -1 9 -1 7 1 5 9 1 -3 1 -3,7 9 7 3 -3 -1 9 0 7 1 5 9 1 -3 1 -3,7 9 7 3 -3 -1 9 7 -1 1 5 9 1 -3 1 -3,1,111,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,shifted,swapped,swapped,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
298,411,856.0,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,164,386778,0.0-164.0,neither,high,G,1,"['swapped', 'shifted']",5 7 5 -3 3 1 9 3 -1 1 9 -1 1 -1 3 1,5 7 5 -3 3 1 9 3 -2 1 9 -1 1 -1 3 1,5 7 5 -3 3 1 9 -1 3 1 9 -1 1 -1 3 1,-1,141,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,swapped,shifted,neither,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
299,413,2034.6000000238419,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,186,434660,0.0-186.0,1st,high,A,-3,"['shifted', 'swapped']",7 1 -3 5 3 -3 7 5 9 3 7 1 7 1 -1 -3,7 1 -3 5 3 -3 7 4 9 3 7 1 7 1 -1 -3,7 1 -3 5 3 -3 7 9 5 3 7 1 7 1 -1 -3,-1,161,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,wholetone,shifted,swapped,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
300,419,993.0999999642372,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,32,74668,0.0-32.0,2nd,high,L,-3,"['swapped', 'shifted']",5 3 -1 1 7 11 3 -1 7 5 -1 1 3 -1 5 9,5 3 -1 1 7 11 3 -2 7 5 -1 1 3 -1 5 9,5 3 -1 1 7 11 3 7 -1 5 -1 1 3 -1 5 9,-1,21,False,ATON0010,45766,4,2023-10-03 00:18:12.412000+00:00,,wholetone,swapped,shifted,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,1365,1,0,strictly proper,0,1,0,6,0,6,0,3,15,4,24,1,0,False,6,0,0,0,0.3333333333333333,1,2,0.3149724489777975,0.3149724489777975,0.3149724489777975,0.3149724489777976,12,1,2,7,3,4,False,True,6,0.8269933431326992,1365,1,0,0,0,3,18,1,1,2,4,6,8.0,12,12,12,0,,0,2 2 2 2 2 2,1,1.71193772834421e-33,1,1,0.3149724489777976,3.5,0,0,0,0,6,12,S6-21,S6-21,0,5,200,200,0,0,0,0,0,1,0,0,0,"0,2,4,6,8,10",12-1365,"0,2,4,6,8,10",12-1365,"0,4,8,12,16,20",24-1118481
301,358,9112.600000023842,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,27,338520,0.0-27.0,2nd,high,L,-1,"['shifted', 'swapped']",12 15 12 9 15 6 15 3 12 6 3 12 6 9 3 9,12 15 12 9 15 6 15 2 12 6 3 12 6 9 3 9,12 15 12 9 15 6 15 12 3 6 3 12 6 9 3 9,-1,11,False,ATON0010,45766,1,2023-10-02 23:51:51.573000+00:00,,diminished,shifted,swapped,swapped,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,585,0,0,strictly proper,0,1,0,0,4,0,0,2,6,1,4,0,0,False,4,0,0,0,0.0,1,3,0.0811925466152858,0.0811925466152858,0.0811925466152858,0.0811925466152858,8,1,2,5,3,5,True,False,4,0.6366197723675898,585,1,0,4,0,2,8,1,1,3,6,9,,4,4,4,0,,0,3 3 3 3,1,0.0,1,1,0.0811925466152858,2.5,0,0,0,0,4,12,S6-9,S6-9,0,5,300,300,0,0,0,0,0,1,0,0,0,"0,3,6,9",12-585,"0,3,6,9",12-585,"0,6,12,18",24-266305
302,361,2454.100000023842,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,60,422132,0.0-60.0,2nd,high,L,0,"['swapped', 'shifted']",15 12 15 12 9 12 9 6 12 15 12 3 9 12 15 12,15 12 15 12 9 12 9 7 12 15 12 3 9 12 15 12,15 12 15 12 9 12 9 12 6 15 12 3 9 12 15 12,1,41,False,ATON0010,45766,1,2023-10-02 23:51:51.573000+00:00,,diminished,swapped,shifted,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,585,0,0,strictly proper,0,1,0,0,4,0,0,2,6,1,4,0,0,False,4,0,0,0,0.0,1,3,0.0811925466152858,0.0811925466152858,0.0811925466152858,0.0811925466152858,8,1,2,5,3,5,True,False,4,0.6366197723675898,585,1,0,4,0,2,8,1,1,3,6,9,,4,4,4,0,,0,3 3 3 3,1,0.0,1,1,0.0811925466152858,2.5,0,0,0,0,4,12,S6-9,S6-9,0,5,300,300,0,0,0,0,0,1,0,0,0,"0,3,6,9",12-585,"0,3,6,9",12-585,"0,6,12,18",24-266305
303,426,778.5,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,109,240793,0.0-109.0,2nd,high,L,-2,"['swapped', 'shifted']",3 9 6 9 0 3 9 12 0 3 12 6 3 12 9 12,3 9 6 9 0 3 9 12 -1 3 12 6 3 12 9 12,3 9 6 9 0 3 9 0 12 3 12 6 3 12 9 12,-1,91,False,ATON0010,45766,4,2023-10-03 00:18:12.412000+00:00,,diminished,swapped,shifted,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,585,0,0,strictly proper,0,1,0,0,4,0,0,2,6,1,4,0,0,False,4,0,0,0,0.0,1,3,0.0811925466152858,0.0811925466152858,0.0811925466152858,0.0811925466152858,8,1,2,5,3,5,True,False,4,0.6366197723675898,585,1,0,4,0,2,8,1,1,3,6,9,,4,4,4,0,,0,3 3 3 3,1,0.0,1,1,0.0811925466152858,2.5,0,0,0,0,4,12,S6-9,S6-9,0,5,300,300,0,0,0,0,0,1,0,0,0,"0,3,6,9",12-585,"0,3,6,9",12-585,"0,6,12,18",24-266305
304,414,962.3999999761581,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,197,457924,0.0-197.0,neither,high,G,2,"['shifted', 'swapped']",-1 5 11 5 -1 2 8 5 2 8 -1 8 -1 8 5 8,-1 5 11 5 -1 2 8 4 2 8 -1 8 -1 8 5 8,-1 5 11 5 -1 2 8 2 5 8 -1 8 -1 8 5 8,-1,171,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,diminished,shifted,swapped,neither,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,585,0,0,strictly proper,0,1,0,0,4,0,0,2,6,1,4,0,0,False,4,0,0,0,0.0,1,3,0.0811925466152858,0.0811925466152858,0.0811925466152858,0.0811925466152858,8,1,2,5,3,5,True,False,4,0.6366197723675898,585,1,0,4,0,2,8,1,1,3,6,9,,4,4,4,0,,0,3 3 3 3,1,0.0,1,1,0.0811925466152858,2.5,0,0,0,0,4,12,S6-9,S6-9,0,5,300,300,0,0,0,0,0,1,0,0,0,"0,3,6,9",12-585,"0,3,6,9",12-585,"0,6,12,18",24-266305
305,412,1401.7000000476837,"[A] option 1, [L] option 2, [G] neither",71,choice,html-keyboard-response,175,410540,0.0-175.0,neither,high,G,-2,"['swapped', 'shifted']",2 5 2 5 -1 2 8 11 5 8 2 11 8 11 2 11,2 5 2 5 -1 2 8 11 6 8 2 11 8 11 2 11,2 5 2 5 -1 2 8 5 11 8 2 11 8 11 2 11,1,151,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,diminished,swapped,shifted,neither,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,585,0,0,strictly proper,0,1,0,0,4,0,0,2,6,1,4,0,0,False,4,0,0,0,0.0,1,3,0.0811925466152858,0.0811925466152858,0.0811925466152858,0.0811925466152858,8,1,2,5,3,5,True,False,4,0.6366197723675898,585,1,0,4,0,2,8,1,1,3,6,9,,4,4,4,0,,0,3 3 3 3,1,0.0,1,1,0.0811925466152858,2.5,0,0,0,0,4,12,S6-9,S6-9,0,5,300,300,0,0,0,0,0,1,0,0,0,"0,3,6,9",12-585,"0,3,6,9",12-585,"0,6,12,18",24-266305
306,410,1190.8999999761581,"[A] option 1, [L] option 2, [G] neither",76,choice,html-keyboard-response,153,363620,0.0-153.0,2nd,high,L,-1,"['swapped', 'shifted']",8 2 8 2 5 2 8 11 -1 5 -1 5 2 5 11 8,8 2 8 2 5 2 8 12 -1 5 -1 5 2 5 11 8,8 2 8 2 5 2 8 -1 11 5 -1 5 2 5 11 8,1,131,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,diminished,swapped,shifted,shifted,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,585,0,0,strictly proper,0,1,0,0,4,0,0,2,6,1,4,0,0,False,4,0,0,0,0.0,1,3,0.0811925466152858,0.0811925466152858,0.0811925466152858,0.0811925466152858,8,1,2,5,3,5,True,False,4,0.6366197723675898,585,1,0,4,0,2,8,1,1,3,6,9,,4,4,4,0,,0,3 3 3 3,1,0.0,1,1,0.0811925466152858,2.5,0,0,0,0,4,12,S6-9,S6-9,0,5,300,300,0,0,0,0,0,1,0,0,0,"0,3,6,9",12-585,"0,3,6,9",12-585,"0,6,12,18",24-266305
307,409,939.1999999880791,"[A] option 1, [L] option 2, [G] neither",65,choice,html-keyboard-response,142,338105,0.0-142.0,1st,high,A,-1,"['swapped', 'shifted']",5 8 11 8 5 8 2 11 8 -1 11 8 11 -1 5 2,5 8 11 8 5 8 2 12 8 -1 11 8 11 -1 5 2,5 8 11 8 5 8 2 8 11 -1 11 8 11 -1 5 2,1,121,False,ATON0010,45766,3,2023-10-03 00:10:03.691000+00:00,,diminished,swapped,shifted,swapped,5,19.0,No,in-ear,6-14,Other (please specify below):,different time,SONA for course credit,Chinese,Yes,Female,,0.0,2-3,"Yes, but not so well",piano,Neither Agree nor Disagree,Strongly Agree,different time,2023-10-02 20:37:16,45766,False,0,0,0,0,585,0,0,strictly proper,0,1,0,0,4,0,0,2,6,1,4,0,0,False,4,0,0,0,0.0,1,3,0.0811925466152858,0.0811925466152858,0.0811925466152858,0.0811925466152858,8,1,2,5,3,5,True,False,4,0.6366197723675898,585,1,0,4,0,2,8,1,1,3,6,9,,4,4,4,0,,0,3 3 3 3,1,0.0,1,1,0.0811925466152858,2.5,0,0,0,0,4,12,S6-9,S6-9,0,5,300,300,0,0,0,0,0,1,0,0,0,"0,3,6,9",12-585,"0,3,6,9",12-585,"0,6,12,18",24-266305
